パーツ番号,特技,特技分類,特技説明,発動要件,楽曲要件,編成要件,発動間隔,発動確率,継続期間,特技パーツ,特技パーツ効果
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,パッション楽曲でキュートとパッションのアイドルのみ編成時、13秒毎、高確率でかなりの間、キュートアイドルのスコアアップ効果と、パッションアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,パッション楽曲,キュートとパッションのアイドルのみ編成,13,高確率,かなりの間,パッションアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,クール楽曲でパッションとクールのアイドルのみ編成時、9秒毎、中確率でしばらくの間、パッションアイドルのスコアアップ効果と、クールアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,クール楽曲,パッションとクールのアイドルのみ編成,9,中確率,しばらくの間,クールアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,キュート楽曲でパッションとキュートのアイドルのみ編成時、11秒毎、中確率でかなりの間、パッションアイドルのスコアアップ効果と、キュートアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,キュート楽曲,パッションとキュートのアイドルのみ編成,11,中確率,かなりの間,キュートアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,パッション楽曲でクールとパッションのアイドルのみ編成時、11秒毎、中確率でかなりの間、クールアイドルのスコアアップ効果と、パッションアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,パッション楽曲,クールとパッションのアイドルのみ編成,11,中確率,かなりの間,パッションアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,パッション楽曲でキュートとパッションのアイドルのみ編成時、6秒毎、中確率でわずかな間、キュートアイドルのスコアアップ効果と、パッションアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,パッション楽曲,キュートとパッションのアイドルのみ編成,6,中確率,わずかな間,パッションアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,キュート楽曲でパッションとキュートのアイドルのみ編成時、6秒毎、中確率でわずかな間、パッションアイドルのスコアアップ効果と、キュートアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,キュート楽曲,パッションとキュートのアイドルのみ編成,6,中確率,わずかな間,キュートアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,キュート楽曲でパッションとキュートのアイドルのみ編成時、13秒毎、高確率でかなりの間、パッションアイドルのスコアアップ効果と、キュートアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,キュート楽曲,パッションとキュートのアイドルのみ編成,13,高確率,かなりの間,キュートアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,パッション楽曲でクールとパッションのアイドルのみ編成時、13秒毎、高確率でかなりの間、クールアイドルのスコアアップ効果と、パッションアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,パッション楽曲,クールとパッションのアイドルのみ編成,13,高確率,かなりの間,パッションアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,キュート楽曲でクールとキュートのアイドルのみ編成時、9秒毎、中確率でしばらくの間、クールアイドルのスコアアップ効果と、キュートアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,キュート楽曲,クールとキュートのアイドルのみ編成,9,中確率,しばらくの間,キュートアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,キュート楽曲でクールとキュートのアイドルのみ編成時、11秒毎、中確率でかなりの間、クールアイドルのスコアアップ効果と、キュートアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,キュート楽曲,クールとキュートのアイドルのみ編成,11,中確率,かなりの間,キュートアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,キュート楽曲でクールとキュートのアイドルのみ編成時、13秒毎、高確率でかなりの間、クールアイドルのスコアアップ効果と、キュートアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,キュート楽曲,クールとキュートのアイドルのみ編成,13,高確率,かなりの間,キュートアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,クール楽曲でキュートとクールのアイドルのみ編成時、9秒毎、中確率でしばらくの間、キュートアイドルのスコアアップ効果と、クールアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,クール楽曲,キュートとクールのアイドルのみ編成,9,中確率,しばらくの間,クールアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,パッション楽曲でキュートとパッションのアイドルのみ編成時、9秒毎、中確率でしばらくの間、キュートアイドルのスコアアップ効果と、パッションアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,パッション楽曲,キュートとパッションのアイドルのみ編成,9,中確率,しばらくの間,パッションアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,クール楽曲でパッションとクールのアイドルのみ編成時、13秒毎、高確率でかなりの間、パッションアイドルのスコアアップ効果と、クールアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,クール楽曲,パッションとクールのアイドルのみ編成,13,高確率,かなりの間,クールアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,クール楽曲でキュートとクールのアイドルのみ編成時、13秒毎、高確率でかなりの間、キュートアイドルのスコアアップ効果と、クールアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,クール楽曲,キュートとクールのアイドルのみ編成,13,高確率,かなりの間,クールアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,クール楽曲でキュートとクールのアイドルのみ編成時、6秒毎、中確率でわずかな間、キュートアイドルのスコアアップ効果と、クールアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,クール楽曲,キュートとクールのアイドルのみ編成,6,中確率,わずかな間,クールアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
2,ドミナント・ハーモニー,スコアボーナス、COMBOボーナス／ドミナント,クール楽曲でパッションとクールのアイドルのみ編成時、11秒毎、中確率でかなりの間、パッションアイドルのスコアアップ効果と、クールアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,非該当,クール楽曲,パッションとクールのアイドルのみ編成,11,中確率,かなりの間,クールアイドルのCOMBOボーナス効果をそれぞれの人数に応じてアップ,COMBOブースト
2,チューニング,COMBOボーナス、PERFECTサポート,9秒毎、高確率で少しの間、COMBOボーナス12%アップ、GREAT/NICEをPERFECTにする,非該当,非該当,非該当,9,高確率,少しの間,GREAT/NICEをPERFECTにする,PERFECTサポート
2,チューニング,COMBOボーナス、PERFECTサポート,11秒毎、中確率でかなりの間、COMBOボーナス12%アップ、GREAT/NICEをPERFECTにする,非該当,非該当,非該当,11,中確率,かなりの間,GREAT/NICEをPERFECTにする,PERFECTサポート
2,チューニング,COMBOボーナス、PERFECTサポート,13秒毎、高確率でかなりの間、COMBOボーナス12%アップ、GREAT/NICEをPERFECTにする,非該当,非該当,非該当,13,高確率,かなりの間,GREAT/NICEをPERFECTにする,PERFECTサポート
2,チューニング,COMBOボーナス、PERFECTサポート,7秒毎、高確率でわずかな間、COMBOボーナス12%アップ、GREAT/NICEをPERFECTにする,非該当,非該当,非該当,7,高確率,わずかな間,GREAT/NICEをPERFECTにする,PERFECTサポート
2,チューニング,COMBOボーナス、PERFECTサポート,11秒毎、高確率でしばらくの間、COMBOボーナス12%アップ、GREAT/NICEをPERFECTにする,非該当,非該当,非該当,11,高確率,しばらくの間,GREAT/NICEをPERFECTにする,PERFECTサポート
2,スライドアクト,スコアボーナス,7秒毎、高確率で少しの間、PERFECTのスコア8%アップ、スライドアイコンなら32%アップ,非該当,非該当,非該当,7,高確率,少しの間,スライドアイコンでPERFECTのスコアを32%アップ,スコアボーナス
2,スライドアクト,スコアボーナス,11秒毎、高確率でかなりの間、PERFECTのスコア8%アップ、スライドアイコンなら32%アップ,非該当,非該当,非該当,11,高確率,かなりの間,スライドアイコンでPERFECTのスコアを32%アップ,スコアボーナス
2,スライドアクト,スコアボーナス,9秒毎、高確率でしばらくの間、PERFECTのスコア8%アップ、スライドアイコンなら32%アップ,非該当,非該当,非該当,9,高確率,しばらくの間,スライドアイコンでPERFECTのスコアを32%アップ,スコアボーナス
2,スライドアクト,スコアボーナス,11秒毎、高確率でかなりの間、PERFECTのスコア10%アップ、スライドアイコンなら40%アップ,非該当,非該当,非該当,11,高確率,かなりの間,スライドアイコンでPERFECTのスコアを40%アップ,スコアボーナス
2,スライドアクト,スコアボーナス,9秒毎、高確率でしばらくの間、PERFECTのスコア10%アップ、スライドアイコンなら40%アップ,非該当,非該当,非該当,9,高確率,しばらくの間,スライドアイコンでPERFECTのスコアを40%アップ,スコアボーナス
2,スライドアクト,スコアボーナス,7秒毎、高確率で少しの間、PERFECTのスコア10%アップ、スライドアイコンなら40%アップ,非該当,非該当,非該当,7,高確率,少しの間,スライドアイコンでPERFECTのスコアを40%アップ,スコアボーナス
2,スターライトアンサンブル,スコアブースト、COMBOブースト,全タイプ楽曲で、4秒毎、高確率で一瞬の間、他アイドルのスコアアップ/COMBOボーナス効果を極大アップ,非該当,全タイプ楽曲,非該当,4,高確率,一瞬の間,他アイドルのCOMBOボーナス効果を極大アップ,COMBOブースト
2,コンセントレーション,スコアボーナス、集中,13秒毎、高確率でかなりの間、PERFECTのスコア19%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,13,高確率,かなりの間,PERFECT判定される時間が短くなる,集中
2,コンセントレーション,スコアボーナス、集中,9秒毎、中確率でしばらくの間、PERFECTのスコア19%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,9,中確率,しばらくの間,PERFECT判定される時間が短くなる,集中
2,コンセントレーション,スコアボーナス、集中,7秒毎、高確率でわずかな間、PERFECTのスコア19%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,7,高確率,わずかな間,PERFECT判定される時間が短くなる,集中
2,コンセントレーション,スコアボーナス、集中,9秒毎、高確率で少しの間、PERFECTのスコア19%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,9,高確率,少しの間,PERFECT判定される時間が短くなる,集中
2,コンセントレーション,スコアボーナス、集中,11秒毎、高確率でしばらくの間、PERFECTのスコア19%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,11,高確率,しばらくの間,PERFECT判定される時間が短くなる,集中
2,コンセントレーション,スコアボーナス、集中,11秒毎、高確率でしばらくの間、PERFECTのスコア22%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,11,高確率,しばらくの間,PERFECT判定される時間が短くなる,集中
2,コンセントレーション,スコアボーナス、集中,13秒毎、高確率でかなりの間、PERFECTのスコア22%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,13,高確率,かなりの間,PERFECT判定される時間が短くなる,集中
2,コンセントレーション,スコアボーナス、集中,11秒毎、中確率でかなりの間、PERFECTのスコア22%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,11,中確率,かなりの間,PERFECT判定される時間が短くなる,集中
2,コンセントレーション,スコアボーナス、集中,7秒毎、高確率でわずかな間、PERFECTのスコア22%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,7,高確率,わずかな間,PERFECT判定される時間が短くなる,集中
2,コンセントレーション,スコアボーナス、集中,4秒毎、高確率で一瞬の間、PERFECTのスコア22%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,4,高確率,一瞬の間,PERFECT判定される時間が短くなる,集中
2,コンセントレーション,スコアボーナス、集中,9秒毎、高確率で少しの間、PERFECTのスコア22%アップ、PERFECT判定される時間が短くなる,非該当,非該当,非該当,9,高確率,少しの間,PERFECT判定される時間が短くなる,集中
2,コーディネイト,スコアボーナス、COMBOボーナス,11秒毎、高確率でしばらくの間、PERFECTのスコア8%アップ、COMBOボーナス12%アップ,非該当,非該当,非該当,11,高確率,しばらくの間,COMBOボーナスを12%アップ,COMBOボーナス
2,コーディネイト,スコアボーナス、COMBOボーナス,7秒毎、高確率でわずかな間、PERFECTのスコア8%アップ、COMBOボーナス12%アップ,非該当,非該当,非該当,7,高確率,わずかな間,COMBOボーナスを12%アップ,COMBOボーナス
2,コーディネイト,スコアボーナス、COMBOボーナス,9秒毎、高確率で少しの間、PERFECTのスコア8%アップ、COMBOボーナス12%アップ,非該当,非該当,非該当,9,高確率,少しの間,COMBOボーナスを12%アップ,COMBOボーナス
2,コーディネイト,スコアボーナス、COMBOボーナス,7秒毎、高確率でわずかな間、PERFECTのスコア10%アップ、COMBOボーナス15%アップ,非該当,非該当,非該当,7,高確率,わずかな間,COMBOボーナスを15%アップ,COMBOボーナス
2,コーディネイト,スコアボーナス、COMBOボーナス,9秒毎、高確率で少しの間、PERFECTのスコア10%アップ、COMBOボーナス15%アップ,非該当,非該当,非該当,9,高確率,少しの間,COMBOボーナスを15%アップ,COMBOボーナス
2,コーディネイト,スコアボーナス、COMBOボーナス,11秒毎、高確率でしばらくの間、PERFECTのスコア10%アップ、COMBOボーナス15%アップ,非該当,非該当,非該当,11,高確率,しばらくの間,COMBOボーナスを15%アップ,COMBOボーナス
2,クリスタル・ヒール,LIVE開始時にライフ回復、ライフ減少量ダウン,LIVE開始時にのみ必ず発動、ライフを200%まで回復し、LIVE中のライフゲージ減少量を50%ダウンする【アンコール、シンデレラマジックで発動不可】,アンコール、シンデレラマジックで発動不可,非該当,非該当,0,非該当,非該当,LIVE中のライフゲージ減少量を50%ダウンする,ライフ減少量ダウン
2,クールフォーカス,スコアボーナス、COMBOボーナス,クールアイドルのみ編成時、6秒毎、中確率でわずかな間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,クールアイドルのみ編成,6,中確率,わずかな間,COMBOボーナスを11%アップ,COMBOボーナス
2,クールフォーカス,スコアボーナス、COMBOボーナス,クールアイドルのみ編成時、11秒毎、高確率でしばらくの間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,クールアイドルのみ編成,11,高確率,しばらくの間,COMBOボーナスを11%アップ,COMBOボーナス
2,クールフォーカス,スコアボーナス、COMBOボーナス,クールアイドルのみ編成時、7秒毎、高確率でわずかな間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,クールアイドルのみ編成,7,高確率,わずかな間,COMBOボーナスを11%アップ,COMBOボーナス
2,クールフォーカス,スコアボーナス、COMBOボーナス,クールアイドルのみ編成時、9秒毎、高確率で少しの間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,クールアイドルのみ編成,9,高確率,少しの間,COMBOボーナスを11%アップ,COMBOボーナス
2,クールフォーカス,スコアボーナス、COMBOボーナス,クールアイドルのみ編成時、11秒毎、高確率でしばらくの間、PERFECTのスコア16%アップ、COMBOボーナス14%アップ,非該当,非該当,クールアイドルのみ編成,11,高確率,しばらくの間,COMBOボーナスを14%アップ,COMBOボーナス
2,クールフォーカス,スコアボーナス、COMBOボーナス,クールアイドルのみ編成時、9秒毎、高確率で少しの間、PERFECTのスコア16%アップ、COMBOボーナス14%アップ,非該当,非該当,クールアイドルのみ編成,9,高確率,少しの間,COMBOボーナスを14%アップ,COMBOボーナス
2,クールフォーカス,スコアボーナス、COMBOボーナス,クールアイドルのみ編成時、6秒毎、中確率でわずかな間、PERFECTのスコア16%アップ、COMBOボーナス14%アップ,非該当,非該当,クールアイドルのみ編成,6,中確率,わずかな間,COMBOボーナスを14%アップ,COMBOボーナス
2,クールフォーカス,スコアボーナス、COMBOボーナス,クールアイドルのみ編成時、7秒毎、高確率でわずかな間、PERFECTのスコア16%アップ、COMBOボーナス14%アップ,非該当,非該当,クールアイドルのみ編成,7,高確率,わずかな間,COMBOボーナスを14%アップ,COMBOボーナス
2,クールアンサンブル,スコアブースト、COMBOブースト,4秒毎、高確率で一瞬の間、他のクールアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,4,高確率,一瞬の間,他のクールアイドルのCOMBOボーナス効果を特大アップ,COMBOブースト
2,クールアンサンブル,スコアブースト、COMBOブースト,9秒毎、高確率で少しの間、他のクールアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,9,高確率,少しの間,他のクールアイドルのCOMBOボーナス効果を特大アップ,COMBOブースト
2,クールアンサンブル,スコアブースト、COMBOブースト,6秒毎、中確率でわずかな間、他のクールアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,6,中確率,わずかな間,他のクールアイドルのCOMBOボーナス効果を特大アップ,COMBOブースト
2,クールアンサンブル,スコアブースト、COMBOブースト,11秒毎、高確率でしばらくの間、他のクールアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,11,高確率,しばらくの間,他のクールアイドルのCOMBOボーナス効果を特大アップ,COMBOブースト
2,クールアンサンブル,スコアブースト、COMBOブースト,13秒毎、高確率でかなりの間、他のクールアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,13,高確率,かなりの間,他のクールアイドルのCOMBOボーナス効果を特大アップ,COMBOブースト
2,クールアンサンブル,スコアブースト、COMBOブースト,7秒毎、高確率でわずかな間、他のクールアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,7,高確率,わずかな間,他のクールアイドルのCOMBOボーナス効果を特大アップ,COMBOブースト
2,キュートフォーカス,スコアボーナス、COMBOボーナス,キュートアイドルのみ編成時、9秒毎、高確率で少しの間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,キュートアイドルのみ編成,9,高確率,少しの間,COMBOボーナスを11%アップ,COMBOボーナス
2,キュートフォーカス,スコアボーナス、COMBOボーナス,キュートアイドルのみ編成時、11秒毎、高確率でしばらくの間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,キュートアイドルのみ編成,11,高確率,しばらくの間,COMBOボーナスを11%アップ,COMBOボーナス
2,キュートフォーカス,スコアボーナス、COMBOボーナス,キュートアイドルのみ編成時、6秒毎、中確率でわずかな間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,キュートアイドルのみ編成,6,中確率,わずかな間,COMBOボーナスを11%アップ,COMBOボーナス
2,キュートフォーカス,スコアボーナス、COMBOボーナス,キュートアイドルのみ編成時、7秒毎、高確率でわずかな間、PERFECTのスコア14%アップ、COMBOボーナス11%アップ,非該当,非該当,キュートアイドルのみ編成,7,高確率,わずかな間,COMBOボーナスを11%アップ,COMBOボーナス
2,キュートフォーカス,スコアボーナス、COMBOボーナス,キュートアイドルのみ編成時、11秒毎、高確率でしばらくの間、PERFECTのスコア16%アップ、COMBOボーナス14%アップ,非該当,非該当,キュートアイドルのみ編成,11,高確率,しばらくの間,COMBOボーナスを14%アップ,COMBOボーナス
2,キュートフォーカス,スコアボーナス、COMBOボーナス,キュートアイドルのみ編成時、6秒毎、中確率でわずかな間、PERFECTのスコア16%アップ、COMBOボーナス14%アップ,非該当,非該当,キュートアイドルのみ編成,6,中確率,わずかな間,COMBOボーナスを14%アップ,COMBOボーナス
2,キュートフォーカス,スコアボーナス、COMBOボーナス,キュートアイドルのみ編成時、7秒毎、高確率でわずかな間、PERFECTのスコア16%アップ、COMBOボーナス14%アップ,非該当,非該当,キュートアイドルのみ編成,7,高確率,わずかな間,COMBOボーナスを14%アップ,COMBOボーナス
2,キュートフォーカス,スコアボーナス、COMBOボーナス,キュートアイドルのみ編成時、9秒毎、高確率で少しの間、PERFECTのスコア16%アップ、COMBOボーナス14%アップ,非該当,非該当,キュートアイドルのみ編成,9,高確率,少しの間,COMBOボーナスを14%アップ,COMBOボーナス
2,キュートアンサンブル,スコアブースト、COMBOブースト,13秒毎、高確率でかなりの間、他のキュートアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,13,高確率,かなりの間,他のキュートアイドルのCOMBOボーナス効果を特大アップ,COMBOブースト
2,キュートアンサンブル,スコアブースト、COMBOブースト,9秒毎、高確率で少しの間、他のキュートアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,9,高確率,少しの間,他のキュートアイドルのCOMBOボーナス効果を特大アップ,COMBOブースト
2,キュートアンサンブル,スコアブースト、COMBOブースト,6秒毎、中確率でわずかな間、他のキュートアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,6,中確率,わずかな間,他のキュートアイドルのCOMBOボーナス効果を特大アップ,COMBOブースト
2,キュートアンサンブル,スコアブースト、COMBOブースト,11秒毎、高確率でしばらくの間、他のキュートアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,11,高確率,しばらくの間,他のキュートアイドルのCOMBOボーナス効果を特大アップ,COMBOブースト
2,キュートアンサンブル,スコアブースト、COMBOブースト,7秒毎、高確率でわずかな間、他のキュートアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,7,高確率,わずかな間,他のキュートアイドルのCOMBOボーナス効果を特大アップ,COMBOブースト
2,キュートアンサンブル,スコアブースト、COMBOブースト,4秒毎、高確率で一瞬の間、他のキュートアイドルのスコアアップ/COMBOボーナス効果を特大アップ,非該当,非該当,非該当,4,高確率,一瞬の間,他のキュートアイドルのCOMBOボーナス効果を特大アップ,COMBOブースト
2,オルタネイト,COMBOボーナスダウン、スコアボーナスコピー＆スコアブースト,11秒毎、中確率でかなりの間、COMBOボーナス20%ダウン、LIVE中に発動した最も高いスコアアップ効果を極大アップして適用,非該当,非該当,非該当,11,中確率,かなりの間,LIVE中に発動した最も高いスコアアップ効果を極大アップして適用,スコアブーストコピー
2,オルタネイト,COMBOボーナスダウン、スコアボーナスコピー＆スコアブースト,9秒毎、中確率でしばらくの間、COMBOボーナス20%ダウン、LIVE中に発動した最も高いスコアアップ効果を極大アップして適用,非該当,非該当,非該当,9,中確率,しばらくの間,LIVE中に発動した最も高いスコアアップ効果を極大アップして適用,スコアブーストコピー
2,オルタネイト,COMBOボーナスダウン、スコアボーナスコピー＆スコアブースト,6秒毎、中確率でわずかな間、COMBOボーナス20%ダウン、LIVE中に発動した最も高いスコアアップ効果を極大アップして適用,非該当,非該当,非該当,6,中確率,わずかな間,LIVE中に発動した最も高いスコアアップ効果を極大アップして適用,スコアブーストコピー
2,オルタネイト,COMBOボーナスダウン、スコアボーナスコピー＆スコアブースト,13秒毎、高確率でかなりの間、COMBOボーナス20%ダウン、LIVE中に発動した最も高いスコアアップ効果を極大アップして適用,非該当,非該当,非該当,13,高確率,かなりの間,LIVE中に発動した最も高いスコアアップ効果を極大アップして適用,スコアブーストコピー
2,オールラウンド,COMBOボーナス、ライフ回復,11秒毎、中確率で少しの間、COMBOボーナス10%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,11,中確率,少しの間,PERFECTでライフを1回復,ライフ回復
2,オールラウンド,COMBOボーナス、ライフ回復,8秒毎、高確率でわずかな間、COMBOボーナス10%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,8,高確率,わずかな間,PERFECTでライフを1回復,ライフ回復
2,オールラウンド,COMBOボーナス、ライフ回復,5秒毎、高確率で一瞬の間、COMBOボーナス10%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,5,高確率,一瞬の間,PERFECTでライフを1回復,ライフ回復
2,オールラウンド,COMBOボーナス、ライフ回復,11秒毎、高確率で少しの間、COMBOボーナス13%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,11,高確率,少しの間,PERFECTでライフを1回復,ライフ回復
2,オールラウンド,COMBOボーナス、ライフ回復,5秒毎、高確率で一瞬の間、COMBOボーナス13%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,5,高確率,一瞬の間,PERFECTでライフを1回復,ライフ回復
2,オールラウンド,COMBOボーナス、ライフ回復,8秒毎、高確率でわずかな間、COMBOボーナス13%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,8,高確率,わずかな間,PERFECTでライフを1回復,ライフ回復
2,オールラウンド,COMBOボーナス、ライフ回復,9秒毎、中確率で少しの間、COMBOボーナス13%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,9,中確率,少しの間,PERFECTでライフを1回復,ライフ回復
2,オールラウンド,COMBOボーナス、ライフ回復,13秒毎、中確率でかなりの間、COMBOボーナス13%アップ、PERFECTでライフ1回復,非該当,非該当,非該当,13,中確率,かなりの間,PERFECTでライフを1回復,ライフ回復
2,オーバーロード,ライフ消費、スコアボーナス、COMBOサポート,7秒毎、高確率でライフを11消費し、わずかな間PERFECT/GREATのスコア18%アップ、NICE/BADでもCOMBO継続,ライフを11消費,非該当,非該当,7,高確率,わずかな間,NICE/BADでもCOMBO継続,COMBOサポート
2,オーバーロード,ライフ消費、スコアボーナス、COMBOサポート,9秒毎、中確率でライフを15消費し、しばらくの間PERFECT/GREATのスコア18%アップ、NICE/BADでもCOMBO継続,ライフを15消費,非該当,非該当,9,中確率,しばらくの間,NICE/BADでもCOMBO継続,COMBOサポート
2,オーバーロード,ライフ消費、スコアボーナス、COMBOサポート,7秒毎、中確率でライフを11消費し、少しの間PERFECT/GREATのスコア18%アップ、NICE/BADでもCOMBO継続,ライフを11消費,非該当,非該当,7,中確率,少しの間,NICE/BADでもCOMBO継続,COMBOサポート
2,オーバーロード,ライフ消費、スコアボーナス、COMBOサポート,4秒毎、高確率でライフを6消費し、一瞬の間PERFECT/GREATのスコア20%アップ、NICE/BADでもCOMBO継続,ライフを6消費,非該当,非該当,4,高確率,一瞬の間,NICE/BADでもCOMBO継続,COMBOサポート
2,オーバーロード,ライフ消費、スコアボーナス、COMBOサポート,7秒毎、高確率でライフを11消費し、少しの間PERFECT/GREATのスコア20%アップ、NICE/BADでもCOMBO継続,ライフを11消費,非該当,非該当,7,高確率,少しの間,NICE/BADでもCOMBO継続,COMBOサポート
2,オーバーロード,ライフ消費、スコアボーナス、COMBOサポート,9秒毎、高確率でライフを15消費し、しばらくの間PERFECT/GREATのスコア20%アップ、NICE/BADでもCOMBO継続,ライフを15消費,非該当,非該当,9,高確率,しばらくの間,NICE/BADでもCOMBO継続,COMBOサポート
2,オーバーロード,ライフ消費、スコアボーナス、COMBOサポート,6秒毎、高確率でライフを9消費し、わずかな間PERFECT/GREATのスコア20%アップ、NICE/BADでもCOMBO継続,ライフを9消費,非該当,非該当,6,高確率,わずかな間,NICE/BADでもCOMBO継続,COMBOサポート
2,オーバードライブ,COMBOボーナス、ライフ回復、COMBOサポート,7秒毎、高確率で少しの間、COMBOボーナス20%アップ、PERFECTでライフ1回復、PERFECTのみCOMBO継続,非該当,非該当,非該当,7,高確率,少しの間,PERFECTでライフを1回復,ライフ回復
